"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"1930",1930,1930,"  DeMonetization   ppl who hv hoarded the cash are still to start depositing in bank accts   Guess they expect an extn or ",0,2,0,"positive","11","23"," Web Client",13
"1931",1931,1931,"  DeMonetization   the new 500 notes are not yet coming out of majority of the recalibrated ATMs  Ppl who had small amoun ",1,1,0,"positive","11","23"," Web Client",15
"1932",1932,1932,"  DeMonetization   Some thoughts   2 weeks over after that 8 00 PM speech  Lines hv reduced at banks for exchange  ATMs h ",0,2,0,"positive","11","23"," Web Client",36
"1933",1933,1933," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Web Client",275
"1934",1934,1934," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Android",112
"1935",1935,1935," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Android",7
"1936",1936,1936," Why is the tv media not showing the truth that people are accusing Modi s  DeMonetization in real life",1,2,0,"positive","11","23"," Android",0
"1937",1937,1937," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23","Mobile Web (M5)",275
"1938",1938,1938,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," Android",22
"1939",1939,1939," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," Android",270
"1940",1940,1940," Demonetization s Impact On the  India  Retail sector   Re Tales by Pankaj Renjhen   ET Retail ",0,0,1,"neutral","11","23"," Web Client",2
"1941",1941,1941," A whopping 80  of people surveyed say the inconvenience caused by  DeMonetization is worth the effort as per a    ",0,2,0,"positive","11","23"," Android",18
"1942",1942,1942," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1943",1943,1943," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Android",112
"1944",1944,1944," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"1945",1945,1945,"  Demonetization Effect  222 Naxals Surrender in Odisha   Read   ",1,0,0,"negative","11","23"," iPhone",7
"1946",1946,1946," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","11","23"," iPhone",33
"1947",1947,1947,"A fruit vendor from Kolkata supports the  Demonetization move by  NarendraModi    ",0,0,1,"neutral","11","23"," Web Client",0
"1948",1948,1948," Yash speaks his mind out on the issue of  demonetization during a discussion in    Team ",0,1,0,"positive","11","23"," Android",63
"1949",1949,1949," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," iPhone",112
"1950",1950,1950," PareshRawal  take on 500 and 1000  note  demonetization   Proud  Bankofficials  IndianRupee  Fight  Corruption  ",2,1,0,"negative","11","23"," Android",1
"1951",1951,1951,"A fruit vendor from Kolkata supports the  Demonetization move by  NarendraModi    ",0,0,1,"neutral","11","23"," Web Client",0
"1952",1952,1952," So  CJIThakur says there will be riots due to  DeMonetization Qs   No  SpicesNSecrets    No riots due to citizens  Waiting ",0,0,1,"neutral","11","23"," Android",16
"1953",1953,1953,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","11","23"," Web Client",57
"1954",1954,1954,"Jan Dhan accs crditd wid 21K Crs aftr  demonetization  n mor intrestng fact is dat d hiest amt of mny s bn deposted frm so cld POOR state WB",0,0,1,"neutral","11","23"," Android",0
"1955",1955,1955," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Web Client",275
"1956",1956,1956,"Watch today s debate on opposition stopping proceedings in parliament due to  Demonetization only on TV9 Marathi to  ",1,1,0,"positive","11","23"," Web Client",0
"1957",1957,1957,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","11","23"," Android",57
"1958",1958,1958," Bank Mangers  amp  staff  happy to receive handmade cards for their hard work in  demonetization from  students  ",0,1,0,"positive","11","23"," Android",38
"1959",1959,1959,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," iPhone",22
"1960",1960,1960," Yesterday s right answer May not be today s right answer   Demonetizationeffect  demonetization  BlackMoney  DeMonetisation",0,0,1,"neutral","11","23"," Windows",1
"1961",1961,1961,"Godwin s law Modi fied for the  demonetization   check out our live blog as well ",0,0,1,"neutral","11","23"," Web Client",0
"1962",1962,1962," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1963",1963,1963," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," iPhone",112
"1964",1964,1964,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," Android",22
"1965",1965,1965," It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," Android",7
"1966",1966,1966," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," Android",637
"1967",1967,1967," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Windows Phone",275
"1968",1968,1968,"It s Game Set  amp  Match to PM Modi  Demonetization",0,0,1,"neutral","11","23"," iPhone",7
"1969",1969,1969," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," Android",270
"1970",1970,1970," Was speaking to my neighbourhood chemist today about  DeMonetization  This is what he had to say    Yes  our    ",0,1,0,"positive","11","23"," iPhone",13
"1971",1971,1971," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," BlackBerry",112
"1972",1972,1972," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Web Client",112
"1973",1973,1973," Sri Ravi Shankar supports  demonetization  hails PM  ",0,0,1,"neutral","11","23"," Android",0
"1974",1974,1974,"  etc  Indians can see through hypocrisy  Don t b blind in opposing you are embarrassing yourself   Demonetization",3,1,0,"negative","11","23"," Web Client",0
"1975",1975,1975,"This isn t as awful as the  demonetization woes I hear from field partners in villages but I see a pattern here  4 n",1,0,0,"negative","11","23"," Web Client",0
"1976",1976,1976," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Android",112
"1977",1977,1977,"  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  ",2,1,0,"negative","11","23"," Android",22
"1978",1978,1978,"Most funny  amp  ironic statement since the first day of  DeMonetization ",0,1,0,"positive","11","23"," Web Client",0
"1979",1979,1979," Shiva Sena and SAD fall in line with the government on  Demonetization Say  we support the decision  ",2,0,0,"negative","11","23"," Android",16
"1980",1980,1980,"Very informative thread on  Demonetization  Must Read ",0,0,1,"neutral","11","23"," Android",1
"1981",1981,1981," Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","11","23"," Web Client",7
"1982",1982,1982," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," Android",270
"1983",1983,1983," Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","11","23"," iPhone",7
"1984",1984,1984," 823 People still scrounge the streets in search of money   demonetization ",0,1,0,"positive","11","23"," Web Client",0
"1985",1985,1985," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","11","23"," iPhone",270
"1986",1986,1986," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Android",71
"1987",1987,1987," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","11","23"," iPad",637
"1988",1988,1988," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Android",112
"1989",1989,1989," PMO  DEMONETIZATION  SaveThePeople The innocent poor common people of India are victims of harassment by the    ",0,1,0,"positive","11","23","Facebook",0
"1990",1990,1990," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Android",331
"1991",1991,1991," A whopping 80  of people surveyed say the inconvenience caused by  DeMonetization is worth the effort as per a    ",0,2,0,"positive","11","23"," Android",18
"1992",1992,1992,"Absolutely hilarious corrupt protesting in the name of poor against   Demonetization",1,1,0,"positive","11","23"," iPhone",7
"1993",1993,1993," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," iPhone",71
"1994",1994,1994,"Where are all the rich people in the line  If that what you re wondering too    Humor  ",0,0,1,"neutral","11","23","Hootsuite",2
"1995",1995,1995," Tackling  Demonetization  9 New Steps to Help Citizens Fight the Cash Crunch  ",2,1,0,"negative","11","23"," iPhone",7
"1996",1996,1996,"Excellent  An equanimous  watching all out efforts to undermine  demonetization in THE  ",0,1,0,"positive","11","23"," Web Client",0
"1997",1997,1997,"Time to go cashless   Demonetization    TRAI slashes USSD based mobile banking charges ",0,0,1,"neutral","11","23","Hootsuite",0
"1998",1998,1998," Watch briefing on  Demonetization by DEA Secy  this morning here  ",0,0,1,"neutral","11","23"," Web Client",105
"1999",1999,1999," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Web Client",112
"2000",2000,2000,"Day 6          CHHOTA ATM  ",0,0,1,"neutral","11","23"," Android",0
"2001",2001,2001,"Yet another loss of life  a student suicide due to Modi s lunatic  demonetization policy ",3,0,0,"negative","11","23"," Android",0
"2002",2002,2002," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","11","23"," Android",112
"2003",2003,2003,"Yesterday s right answer May not be today s right answer   Demonetizationeffect  demonetization  BlackMoney  DeMonetisation",0,0,1,"neutral","11","23"," iPhone",1
"2004",2004,2004,"  DeMonetization   other than the usual suspects making usual noises   majority of Indians still trust  on a ",0,2,0,"positive","11","23"," Android",33
"2005",2005,2005," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","11","23"," Android",331
"2006",2006,2006," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","11","23"," Android",71
"2007",2007,2007,"Ashi Ji   you hit nail on the head with this  ed  U 00A0  U 00BD  ed  U 00B1  U 0086 tweet  ed  U 00A0  U 00BD  ed  U 00B1  U 0086    DeMonetizationSavesLife  BenefitsOfDemonitization  DeMonetization",1,0,0,"negative","11","23"," Web Client",2
"2008",2008,2008," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"2009",2009,2009,"Haven t been to an atm even once since  demonetization  Left with Rs 150 cash  One of the lucky few tho  who can shift to Paytm effortlessly",0,3,0,"positive","11","23"," Android",0
"2010",2010,2010," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","11","23"," Android",275
"2011",2011,2011," More than 700 Fish Vendors across Kolkata have started using e wallets  Before  demonetization this number was zero    Thi ",0,0,1,"neutral","11","23"," Android",947
"2012",2012,2012,"  Bypolls   BJP calls it an endorsement of  demonetization policy  reports ",1,0,0,"negative","11","23"," Android",10
"2013",2013,2013,"Why opposition is against the  demonetization move  Read Prashant s opinion about the issue  ",1,0,0,"negative","11","23","Facebook",0
